unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
Recreation,Council Member Kallos & Jazz Foundation of America,2018-06-29T17:00:00.000,Manhattan,Park,Andrew Haswell Green Park,Jazz Foundation Concert,Community Based Event,Performance,75.0,General Public,Sharepoint,AC&F
Recreation,,2019-07-12T00:00:00.000,Bronx,Park,Van Nest Park,Commissioner's Programming,Agency Produced Event,Mobile Unit,15.0,General Public,Sharepoint,Play
Recreation,,2019-07-13T11:00:00.000,Bronx,Park,Pelham Bay Park,Family Fun Day,Agency Produced Event,Mobile Unit,30.0,General Public,Sharepoint,Play
Recreation,,2019-07-23T09:00:00.000,Bronx,Park,Van Cortlandt Park,Harmony Day,Community Based Event,Mobile Unit,600.0,General Public,Sharepoint,Play
Recreation,Jazz Foundation of America,2018-06-30T18:00:00.000,Manhattan,Park,Marcus Garvey Park,Jazz Foundation Concert: Phil Young,Community Based Event,Performance,300.0,General Public,Sharepoint,Music
Recreation,FMCP Administrator,2019-07-26T20:45:00.000,Queens,Park,Flushing Meadows Corona Park,Aquaman,Community Based Event,Mobile Unit,250.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-26T16:00:00.000,Bronx,Park,Concrete Plant Park,Community Fridays,Agency Produced Event,Mobile Unit,25.0,General Public,Sharepoint,Play
Recreation,Forest Park and Highland Park Administrator,2019-07-29T20:45:00.000,Queens,Park,Highland Park,Black Panther,Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,M.U.T.S
Recreation,Rockaway Administrator,2019-07-28T20:45:00.000,Queens,Park,O'Donahue/Beach 17th St,Uncle Drew,Community Based Event,Mobile Unit,150.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-27T13:00:00.000,Queens,Playground,Torsney/Lou Lodati Playground,"Ready, Set, Family at Lou Lodati Playground",Agency Produced Event,Fitness,60.0,General Public,Sharepoint,Fitness
Recreation,,2019-07-30T20:30:00.000,Bronx,Park,Williamsbridge Oval Park,Incredibles 2,Community Based Event,Mobile Unit,160.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-27T20:45:00.000,Queens,Park,Rainey Park,Jurassic World: Fallen Kingdom,Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,M.U.T.S
Recreation,NYC Parks,2019-07-31T11:00:00.000,Queens,Park,Queensbridge Park,POP Up Site,Community Based Event,Mobile Unit,28.0,General Public,Sharepoint,Play
Recreation,,2018-06-30T21:00:00.000,Staten Island,Park,CPL. Thompson Park,Movies Under the Stars: Jumanji Welcome to the Jungle,Community Based Event,Mobile Unit,80.0,General Public,Sharepoint,Movies
Recreation,NYC Parks,2019-08-02T11:00:00.000,Queens,Park,Queensbridge Park,POP Up Site,Community Based Event,Mobile Unit,34.0,General Public,Sharepoint,Play
Recreation,,2019-08-22T20:30:00.000,Bronx,Park,Haffen Park,Captain Marvel,Community Based Event,Mobile Unit,40.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-06-29T21:00:00.000,Staten Island,Park,Willowbrook Park,Movies Under the Stars: Spiderman Homecoming,Community Based Event,Mobile Unit,230.0,General Public,Sharepoint,Movies
Recreation,,2019-08-01T16:00:00.000,Bronx,Park,Tremont Park,Immigrant Affairs,Agency Produced Event,Mobile Unit,31.0,Teens,Sharepoint,Play
Recreation,,2019-08-03T00:00:00.000,Brooklyn,Park,Marine Park,Missing Link (2019),Community Based Event,Mobile Unit,25.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-03T20:30:00.000,Bronx,Park,Ferry Point Park,Breaking In,Community Based Event,Mobile Unit,50.0,Young Adult;#Adults;#Teens;#Adaptive;#Seniors,Sharepoint,M.U.T.S
Recreation,,2019-05-04T11:00:00.000,Bronx,Park,Pelham Bay Park,Learn To Ride,Agency Produced Event,Family Festival,5.0,Children,Sharepoint,
Recreation,Councilwoman Rivera,2018-07-05T20:00:00.000,Manhattan,Park,Bellevue South Park,Movies Under the Stars: Bedtime Stories,Community Based Event,Mobile Unit,72.0,General Public,Sharepoint,Movies
Recreation,Jonathan Adone,2020-08-31T13:30:00.000,Brooklyn,Park,McKinley Park,Fitness,Local Event,Fitness,7.0,Young Adult;#Adults,Sharepoint,Summer 2020
Recreation,Summer Sports Experience,2019-08-06T11:00:00.000,Queens,Park,Detective Keith L Williams Park,SSE Sports Clinic visit,Community Based Event,Sport,30.0,Children;#Teens,Sharepoint,Tier 1
Recreation,Summer Sports Experience,2019-08-03T10:00:00.000,Queens,Park,Kissena Park,SSE Flag Football Clinics,Community Based Event,Sport,51.0,Children;#Teens,Sharepoint,Tier 1
Recreation,Councilman Brannan,2019-07-20T00:00:00.000,Brooklyn,Park,Dyker Beach Park,Aquaman(2018),Community Based Event,Mobile Unit,306.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-26T00:00:00.000,Brooklyn,Park,Sunset Park,The Lego Movie 2: The Second Part(2019),Community Based Event,Mobile Unit,296.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-25T00:00:00.000,Brooklyn,Park,Bushwick Inlet Park,Mamma Mia! Here We Go Again (2018),Community Based Event,Mobile Unit,343.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-06-30T21:00:00.000,Staten Island,Park,Schmul Park,Movies Under the Stars: A League Of their Own,Community Based Event,Mobile Unit,25.0,General Public,Sharepoint,Movies
Recreation,,2019-07-16T00:00:00.000,Brooklyn,Park,Brower Park,Spider-Man: Into the Spider-Verse (2018),Community Based Event,Mobile Unit,102.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-24T00:00:00.000,Brooklyn,Park,Cooper Park,Shazam!(2019),Community Based Event,Mobile Unit,217.0,General Public,Sharepoint,M.U.T.S
Recreation,Councilman Duetsch,2019-07-21T00:00:00.000,Brooklyn,Park,Kelly Park,Wonder Park((2019),Community Based Event,Mobile Unit,232.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-27T00:00:00.000,Brooklyn,Park,Msgr. McGolrick Park,Dumbo(2019),Community Based Event,Mobile Unit,304.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-01T00:00:00.000,Brooklyn,Park,Herbert Von King Park,Berry Gordy's The Last Dragon (1985),Community Based Event,Mobile Unit,156.0,General Public,Sharepoint,M.U.T.S
Recreation,Hip Hop Film Festival,2019-07-19T19:30:00.000,Brooklyn,Park,Prospect Park,Festival Friday: Hip Hop Film Festival - Boyz n the Hood (1991),Community Based Event,Mobile Unit,1055.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-30T00:00:00.000,Brooklyn,Park,Bushwick Inlet Park,A Star is Born(2018),Community Based Event,Mobile Unit,352.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-07-03T20:00:00.000,Manhattan,Park,White Park,Movies Under the Stars: The House,Community Based Event,Mobile Unit,45.0,General Public,Sharepoint,Movies
Recreation,Forest Park & Highland Park Administrator,2019-08-05T20:30:00.000,Queens,Park,Forest Park,Carousel,Community Based Event,Mobile Unit,50.0,General Public,Sharepoint,M.U.T.S
Recreation,FMCP Administrator,2019-08-02T20:30:00.000,Queens,Park,Flushing Meadows Corona Park,Captain Marvel,Community Based Event,Mobile Unit,300.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-07-07T20:00:00.000,Manhattan,Park,Thompkin Square Park,Movies Under the Stars: Hotel Transylvania 1,Community Based Event,Mobile Unit,475.0,General Public,Sharepoint,Movies
Recreation,NYPD 113th Pct,2019-08-06T20:30:00.000,Queens,Park,Baisley Pond Park,Captain Marvel,Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-08T00:00:00.000,Brooklyn,Park,Owl's Head Park,Star Wars: Episode IV - A New Hope (1977),Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-20T00:00:00.000,Brooklyn,Park,Shore Road Park,First Man (2018),Community Based Event,Mobile Unit,15.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-01T20:30:00.000,Queens,Park,Frank Principe Park,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,30.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-24T00:00:00.000,Brooklyn,Park,Saratoga Park,Teen Titans Go! To the Movie (2018),Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-07-25T00:00:00.000,Brooklyn,Park,Herbert Von King Park,Sorry to Bother You (2018),Community Based Event,Mobile Unit,200.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-03T00:00:00.000,Brooklyn,Park,Cooper Park,Hotel Transylvania 3 (2018),Community Based Event,Mobile Unit,275.0,General Public,Sharepoint,M.U.T.S
Recreation,Council Member Gibson,2018-07-06T20:30:00.000,Bronx,Park,Claremont Park,Movies Under The Stars: Despicable Me 3,Community Based Event,Mobile Unit,31.0,General Public,Sharepoint,Movies
Recreation,,2019-07-27T00:00:00.000,Brooklyn,Park,Owl's Head Park,X-Men: Apocalypse (2016),Community Based Event,Mobile Unit,550.0,General Public,Sharepoint,M.U.T.S
Recreation,NYC Parks,2019-08-09T10:30:00.000,Queens,Park,Queensbridge Park,Pop Up Site,Community Based Event,Mobile Unit,71.0,General Public,Sharepoint,Play
Urban Park Rangers,NYPD,2019-08-06T16:00:00.000,Staten Island,Park,Midland Beach,National Night Out Against Crime,Community Based Event,Family Festival,1000.0,Children;#Adults;#Teens;#Young Adult;#Tot,Sharepoint,
Recreation,,2019-08-09T00:00:00.000,Brooklyn,Park,Brower Park,Creed II (2018),Community Based Event,Mobile Unit,115.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-02T00:00:00.000,Brooklyn,Park,Msgr. McGolrick Park,Moonrise Kingdom (2012),Community Based Event,Mobile Unit,400.0,General Public,Sharepoint,M.U.T.S
Recreation,Play Mobile/Miriam Garay,2019-08-06T12:00:00.000,Brooklyn,Park,Fort Greene Park,88th Precinct Council's National Night Out,Community Based Event,Mobile Unit,112.0,General Public,Sharepoint,Play
Recreation,,2018-07-05T20:30:00.000,Bronx,Park,Bronx Park,Movies Under The Stars: Star Wars The Last Jedi,Community Based Event,Mobile Unit,45.0,General Public,Sharepoint,Movies
Recreation,,2019-08-09T00:00:00.000,Brooklyn,Park,Bushwick Inlet Park,Scott Pilgrim vs. the World (2010),Community Based Event,Mobile Unit,213.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-06T18:00:00.000,Manhattan,Park,Washington Square Park,Strictly Tango,Agency Produced Event,Arts/Culture,150.0,General Public,Sharepoint,Dance
Recreation,,2019-08-10T00:00:00.000,Brooklyn,Park,Msgr. McGolrick Park,UglyDolls (2019),Community Based Event,Mobile Unit,235.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-08T11:00:00.000,Manhattan,Park,Riverside Park,Adventure Race,Agency Produced Event,Fitness,285.0,Children;#Teens,Sharepoint,Fitness
Recreation,,2019-08-11T00:00:00.000,Brooklyn,Park,Commodore Barry Park,Little (2019),Community Based Event,Mobile Unit,325.0,General Public,Sharepoint,M.U.T.S
Recreation,Borough Presdident Melinda Katz,2019-08-04T17:00:00.000,Queens,Park,Hunter's Point South Park,Katz Concert Series,Community Based Event,Performance,325.0,General Public,Sharepoint,Music
Recreation,Borough President Melinda Katz,2019-07-28T17:00:00.000,Queens,Park,Rockaway Beach 94 Street Performance Area,Katz Concert Series,Agency Produced Event,Performance,500.0,Children;#Young Adult;#Adults;#Teens;#Seniors;#Adaptive;#General Public,Sharepoint,Music
Recreation,Borough President Melinda Katz,2019-08-11T17:00:00.000,Queens,Park,Fort Totten Park,Katz Concert Series,Agency Produced Event,Performance,250.0,General Public,Sharepoint,Music
Recreation,Queensboro Dance Festival,2019-08-10T14:00:00.000,Queens,Park,Forest Park,Queensboro Dance Festival,Agency Produced Event,Arts/Culture,150.0,General Public,Sharepoint,AC&F
Recreation,Borough President Melinda Katz,2019-07-21T17:00:00.000,Queens,Park,Springfield Park,Katz Conccert Series,Agency Produced Event,Performance,225.0,Young Adult;#Adults;#Teens;#Children,Sharepoint,Music
Recreation,,2018-07-06T20:00:00.000,Manhattan,Park,Harlem Art Park,Movies Under the Stars: Southside with You,Community Based Event,Mobile Unit,76.0,General Public,Sharepoint,Movies
Public Programs,,2019-07-12T20:30:00.000,Staten Island,Park,Willowbrook Park,Venom (2018),Community Based Event,Mobile Unit,70.0,General Public,Sharepoint,M.U.T.S
Public Programs,,2019-07-27T20:00:00.000,Staten Island,Park,Great Kills Park,Avengers: Ague of Ultron (2015),Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-12T00:00:00.000,Brooklyn,Park,Leif Ericson Park,Doctor Strange (2016),Community Based Event,Mobile Unit,173.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-10T20:30:00.000,Bronx,Park,Crotona Park,Wonder Park,Community Based Event,Mobile Unit,120.0,General Public,Sharepoint,M.U.T.S
Public Programs,,2019-07-09T20:30:00.000,Staten Island,Park,Father Macris Park,How to Train Your Dragon: Hidden World (2018),Community Based Event,Mobile Unit,50.0,General Public,Sharepoint,M.U.T.S
Recreation,Bronx Works,2019-08-10T11:00:00.000,Bronx,Park,St. Mary's Park,Second Saturdays @ St. Mary's,Community Based Event,Mobile Unit,15.0,Tot;#Children,Sharepoint,Play
Public Programs,,2019-07-23T20:30:00.000,Staten Island,Park,Clove Lakes Park,Crazy Rich Asians (2018),Community Based Event,Mobile Unit,45.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-09T20:30:00.000,Bronx,Park,Pelham Bay Park,Ralph Breaks the Internet,Community Based Event,Mobile Unit,90.0,General Public,Sharepoint,M.U.T.S
Public Programs,,2019-07-19T20:30:00.000,Staten Island,Park,Midland Field,Shazam! (2019),Community Based Event,Mobile Unit,65.0,General Public,Sharepoint,M.U.T.S
Public Programs,,2019-07-25T20:30:00.000,Staten Island,Park,Detective Russel Timoshenko Soccer Field,Ferris Bueller's Day Off (1986),Community Based Event,Mobile Unit,80.0,General Public,Sharepoint,M.U.T.S
Public Programs,,2019-07-26T20:30:00.000,Staten Island,Park,Seaside Wildlife Nature Park,Christopher Robin (2018),Community Based Event,Mobile Unit,60.0,General Public,Sharepoint,M.U.T.S
Recreation,NYC Parks,2019-08-15T11:00:00.000,Queens,Park,Queensbridge Park,Pop Up Site,Community Based Event,Mobile Unit,36.0,General Public,Sharepoint,Play
Recreation,,2018-07-10T18:00:00.000,Manhattan,Park,Washington Square Park,Strictly Tango,Community Based Event,Performance,275.0,General Public,Sharepoint,Dance
Recreation,Forest Park and Highland Park Administrator,2019-08-12T20:30:00.000,Queens,Park,Highland Park,Aquaman,Community Based Event,Mobile Unit,75.0,General Public,Sharepoint,M.U.T.S
Recreation,Immac Summer Program,2019-08-14T11:00:00.000,Queens,Park,Astoria Park,Summer Camp Celebration,Community Based Event,Mobile Unit,65.0,General Public,Sharepoint,Play
Recreation,,2019-08-15T00:00:00.000,Brooklyn,Park,Coffey Park,Star Wars: Return of the Jedi (1983),Community Based Event,Mobile Unit,105.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-05-11T20:00:00.000,Brooklyn,Park,Owl's Head Park,"Movies Under the Stars ""AOBFF"" Short Independent Films",Community Based Event,Mobile Unit,185.0,General Public,Sharepoint,Movies
Recreation,Summer sports experience,2019-08-10T10:00:00.000,Queens,Park,Kissena Park,Flag football clinic,Community Based Event,Sport,72.0,Children;#Teens,Sharepoint,Tier 1
Recreation,,2018-05-04T20:00:00.000,Brooklyn,Park,Sunset Park,Movies Under the Stars,Community Based Event,Mobile Unit,220.0,General Public,Sharepoint,Movies
Recreation,Councilman BRANNAN,2019-08-17T20:00:00.000,Brooklyn,Park,Bensonhurst Park,Avengers: Endgame (2019),Community Based Event,Mobile Unit,1100.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-11T00:00:00.000,Manhattan,Park,Randall's Island Park,Crazy Rich Asians(2019),Community Based Event,Mobile Unit,419.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-05T00:00:00.000,Brooklyn,Park,McCarren Park,Fantastic Beasts: Crimes of the Grindelwald(2018),Community Based Event,Mobile Unit,248.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-15T00:00:00.000,Brooklyn,Park,Bushwick Inlet Park,Blade Runner(1982),Community Based Event,Mobile Unit,210.0,General Public,Sharepoint,M.U.T.S
Recreation,,2019-08-17T00:00:00.000,Brooklyn,Park,Sunset Park,X-Men: Dark Phoenix(2019),Community Based Event,Mobile Unit,802.0,General Public,Sharepoint,M.U.T.S
Recreation,,2018-05-05T20:00:00.000,Brooklyn,Park,Maria Hernandez Park,"Movies Under the Stars "" Coco""",Community Based Event,Mobile Unit,350.0,General Public,Sharepoint,Movies
Recreation,Council Member Adrienne Adams,2019-08-18T04:00:00.000,Queens,Park,Baisley Pond Park,Southern Queens GospelFest,Community Based Event,Performance,450.0,General Public,Sharepoint,Music
Recreation,Borough President Melinda Katz,2019-08-18T05:00:00.000,Queens,Park,Cambria Heights,Katz Concert Series,Community Based Event,Performance,300.0,General Public,Sharepoint,Music
Recreation,Forest Park and Highland Park Administrator,2019-08-19T20:15:00.000,Queens,Park,Forest Park,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,150.0,General Public,Sharepoint,M.U.T.S
Recreation,NEQ Administrator,2019-08-16T20:30:00.000,Queens,Park,Crocheron Park,Lego Movie 2: The Second Part,Community Based Event,Mobile Unit,200.0,General Public,Sharepoint,M.U.T.S
Recreation,Summer Sports Experience,2019-08-17T10:00:00.000,Queens,Park,Kissena Park,NYC Parks Flag Football Clinic (SSE),Community Based Event,Sport,72.0,Teens;#Children,Sharepoint,Tier 1
Recreation,,2018-05-11T20:00:00.000,Brooklyn,Park,McCarren Park,"Movies Under the Stars ""Lady Bird""",Community Based Event,Mobile Unit,350.0,General Public,Sharepoint,Movies
Recreation,,2019-08-14T13:00:00.000,Bronx,Park,Williamsbridge Oval Park,SSE Jamboree,Agency Produced Event,Mobile Unit,500.0,General Public,Sharepoint,Play
Recreation,,2018-05-20T20:00:00.000,Brooklyn,Park,Fort Greene Park,Movies Under the Stars : Sparkle,Community Based Event,Mobile Unit,100.0,General Public,Sharepoint,Movies
Recreation,NYC PARKS,2019-08-09T13:00:00.000,Staten Island,Park,CPL. Thompson Park,Playmobile,Local Event,Mobile Unit,43.0,Children;#Young Adult,Sharepoint,Play
Recreation,NYC PARKS,2019-08-13T14:00:00.000,Staten Island,Park,CPL. Thompson Park,Playmobile,Local Event,Mobile Unit,37.0,Children;#Young Adult;#Adults,Sharepoint,Play
Recreation,NYC PARKS,2019-07-24T15:00:00.000,Staten Island,Park,CPL. Thompson Park,Playmobile,Local Event,Mobile Unit,29.0,Adults;#Young Adult,Sharepoint,Play
Recreation,NYC PARKS,2019-07-12T11:30:00.000,Staten Island,Park,CPL. Thompson Park,Playmobile,Local Event,Mobile Unit,45.0,Children;#Tot;#Young Adult;#Adults,Sharepoint,Play
Recreation,,2018-05-25T20:00:00.000,Manhattan,Park,Randall's Island Park,Movies Under the Stars : Moana,Community Based Event,Mobile Unit,1000.0,General Public,Sharepoint,Movies
Recreation,US Open,2019-08-21T10:30:00.000,Queens,Park,Fresh Meadows Park,US Open,Community Based Event,Mobile Unit,34.0,General Public,Sharepoint,Play
Urban Park Rangers,Freshkills Alliance,2019-08-24T14:00:00.000,Staten Island,Park,Freshkills Park,Freshkills Kayak Tour,Agency Produced Event,Nature,15.0,General Public,Sharepoint,
Recreation,NYC Parks,2019-08-24T11:00:00.000,Queens,Park,Queensbridge Park,Pop Up Site,Community Based Event,Mobile Unit,77.0,General Public,Sharepoint,Play
Recreation,,2018-05-20T20:00:00.000,Brooklyn,Park,Coffey Park,Movies Under the Stars : Jumanji (2017),Community Based Event,Mobile Unit,175.0,General Public,Sharepoint,Movies
