date,borough,location,event_type,category,attendance,audience,classification,time
2019-04-20,Manhattan,Chelsea Park,Community Based Event,Mobile Unit,100.0,Tot;#Children;#Teens,Play,12:00:00
2019-04-22,Bronx,St. James Recreation Center,Community Based Event,Academic/Out of School time,100.0,Children;#Young Adult;#Adults;#Teens;#Seniors;#Adaptive;#General Public,,11:00:00
2019-04-22,Bronx,St. James Recreation Center,Open House,Academic/Out of School time,200.0,Young Adult;#Teens,,12:00:00
2019-04-22,Bronx,St. James Recreation Center,Open House,Academic/Out of School time,200.0,"Young Adult, Teens",,16:00:00
2019-04-22,Bronx,St. James Recreation Center,Community Based Event,Academic/Out of School time,100.0,"Children, Young Adult, Adults, Teens, Seniors, Adaptive, General Public",,15:00:00
2019-04-22,Bronx,Mullaly Park,Community Based Event,Family Festival,42.0,General Public,,14:00:00
2019-04-22,Bronx,Mullaly Park,Community Based Event,Family Festival,42.0,General Public,,18:00:00
2019-04-23,Queens,A.R.R.O.W. Field House,Open House,Arts/Culture,0.0,General Public,AC&F,23:00:00
2019-04-23,Brooklyn,Manhattan Beach Parking Lot,Community Based Event,Mobile Unit,200.0,General Public,M.U.T.S,20:00:00
2019-04-23,Queens,A.R.R.O.W. Field House,Open House,Arts/Culture,0.0,General Public,AC&F,19:00:00
2019-04-24,Brooklyn,Manhattan Beach Parking Lot,Community Based Event,Mobile Unit,200.0,General Public,M.U.T.S,00:00:00
2019-04-24,Manhattan,Highbridge Recreation Center,Agency Produced Event,Arts/Culture,200.0,Children,,14:00:00
2019-04-24,Manhattan,Gertrude Ederle Recreation Center,Agency Produced Event,Arts/Culture,31.0,General Public,,10:00:00
2019-04-24,Manhattan,Chelsea Recreation Center,Agency Produced Event,Arts/Culture,26.0,"Young Adult, Adults, Seniors",Dance,23:00:00
2019-04-24,Manhattan,Chelsea Recreation Center,Agency Produced Event,Arts/Culture,26.0,Young Adult;#Adults;#Seniors,Dance,19:00:00
2019-04-24,Manhattan,Gertrude Ederle Recreation Center,Agency Produced Event,Arts/Culture,31.0,General Public,,06:00:00
2019-04-24,Manhattan,Highbridge Recreation Center,Agency Produced Event,Arts/Culture,200.0,Children,,10:00:00
2019-04-25,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,95.0,General Public,AC&F,22:00:00
2019-04-25,Manhattan,Gertrude Ederle Recreation Center,Agency Produced Event,Arts/Culture,54.0,General Public,Dance,18:00:00
2019-04-25,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,95.0,General Public,AC&F,18:00:00
2019-04-25,Brooklyn,Prospect Park,Agency Produced Event,Family Festival,22.0,"Children, Adults, Teens",Play,13:00:00
2019-04-25,Brooklyn,Prospect Park,Agency Produced Event,Family Festival,22.0,Children;#Adults;#Teens,Play,09:00:00
2019-04-25,Manhattan,Gertrude Ederle Recreation Center,Agency Produced Event,Arts/Culture,54.0,General Public,Dance,22:00:00
2019-04-26,Manhattan,Hansborough Recreation Center,Local Event,Performance,18.0,Young Adult;#Children,Music,18:00:00
2019-04-26,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,12.0,General Public,,18:00:00
2019-04-26,Manhattan,Asser Levy Recreation Center,Community Based Event,Fitness,43.0,Young Adult;#Adults;#Seniors,Fitness,10:00:00
2019-04-26,Manhattan,Tony Dapolito Recreation Center,Tournament/Competition,Sport,36.0,Children;#Teens,Tier 1,16:30:00
2019-04-26,Staten Island,Faber Park Recreation Center,Community Based Event,Academic/Out of School time,17.0,General Public,,10:30:00
2019-04-26,Staten Island,Faber Park Recreation Center,Community Based Event,Academic/Out of School time,17.0,General Public,,14:30:00
2019-04-26,Manhattan,Tony Dapolito Recreation Center,Tournament/Competition,Sport,36.0,"Children, Teens",Tier 1,20:30:00
2019-04-26,Manhattan,Hansborough Recreation Center,Local Event,Performance,18.0,"Young Adult, Children",Music,22:00:00
2019-04-26,Manhattan,Asser Levy Recreation Center,Community Based Event,Fitness,43.0,"Young Adult, Adults, Seniors",Fitness,14:00:00
2019-04-26,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,12.0,General Public,,22:00:00
2019-04-27,Queens,Forest Park,Community Based Event,Family Festival,60.0,General Public,,14:00:00
2019-04-27,Manhattan,Thomas Jefferson Recreation Center,Tournament/Competition,Performance,30.0,Adults,,09:00:00
2019-04-27,Bronx,Hunts Point Recreation Center,Local Event,Family Festival,150.0,General Public,,10:00:00
2019-04-27,Manhattan,Jackie Robinson Recreation Center,Agency Produced Event,Arts/Culture,4.0,General Public,AC&F,13:00:00
2019-04-27,Bronx,St. James Recreation Center,Tournament/Competition,Fitness,50.0,"Teens, Young Adult",,16:00:00
2019-04-27,Queens,Forest Park,Community Based Event,Family Festival,60.0,General Public,,10:00:00
2019-04-27,Manhattan,Recreation Center 54,Community Based Event,Sport,50.0,Teens;#Young Adult,Fitness,14:00:00
2019-04-27,Queens,Juniper Valley Park,Agency Produced Event,Family Festival,2000.0,General Public,,11:00:00
2019-04-27,Manhattan,Jackie Robinson Recreation Center,Agency Produced Event,Arts/Culture,4.0,General Public,AC&F,17:00:00
2019-04-27,Bronx,St. James Recreation Center,Tournament/Competition,Fitness,50.0,Teens;#Young Adult,,12:00:00
2019-04-27,Manhattan,Thomas Jefferson Recreation Center,Tournament/Competition,Performance,30.0,Adults,,13:00:00
2019-04-27,Manhattan,Recreation Center 54,Community Based Event,Sport,50.0,"Teens, Young Adult",Fitness,18:00:00
2019-04-27,Queens,Juniper Valley Park,Agency Produced Event,Family Festival,2000.0,General Public,,15:00:00
2019-04-27,Bronx,Hunts Point Recreation Center,Local Event,Family Festival,150.0,General Public,,14:00:00
2019-04-28,Queens,Flushing Meadows Corona Park Pool & Rink,Tournament/Competition,Sport,1288.0,"Children, General Public",Tier 1,13:00:00
2019-04-28,Staten Island,Tompkinsville Park,Community Based Event,Family Festival,60.0,General Public,,00:00:00
2019-04-28,Queens,Flushing Meadows Corona Park Pool & Rink,Tournament/Competition,Sport,1288.0,Children;#General Public,Tier 1,09:00:00
2019-04-28,Staten Island,Tompkinsville Park,Community Based Event,Family Festival,60.0,General Public,,04:00:00
2019-05-01,Manhattan,Chelsea Recreation Center,Agency Produced Event,Arts/Culture,29.0,General Public,Dance,19:00:00
2019-05-01,Manhattan,Chelsea Recreation Center,Agency Produced Event,Arts/Culture,29.0,General Public,Dance,23:00:00
2019-05-02,Manhattan,Hansborough Recreation Center,Agency Produced Event,Fitness,185.0,General Public,Dance,18:00:00
2019-05-02,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,65.0,General Public,AC&F,22:00:00
2019-05-02,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,65.0,General Public,AC&F,18:00:00
2019-05-02,Manhattan,Hansborough Recreation Center,Agency Produced Event,Fitness,185.0,General Public,Dance,22:00:00
2019-05-03,Manhattan,Hansborough Recreation Center,Agency Produced Event,Arts/Culture,69.0,General Public,AC&F,22:00:00
2019-05-03,Manhattan,Hansborough Recreation Center,Agency Produced Event,Arts/Culture,69.0,General Public,AC&F,18:00:00
2019-05-04,Manhattan,Thomas Jefferson Recreation Center,Tournament/Competition,Sport,12.0,General Public,,21:00:00
2019-05-04,Bronx,Pelham Bay Park,Agency Produced Event,Family Festival,5.0,Children,,15:00:00
2019-05-04,Queens,Springfield Park,Open House,Fitness,3.0,Children;#Teens;#Young Adult,Fitness,11:00:00
2019-05-04,Manhattan,Highbridge Park,Agency Produced Event,Family Festival,1250.0,General Public,,17:00:00
2019-05-04,Manhattan,Highbridge Park,Agency Produced Event,Family Festival,1250.0,General Public,,13:00:00
2019-05-04,Bronx,Pelham Bay Park,Agency Produced Event,Family Festival,5.0,Children,,11:00:00
2019-05-04,Queens,Springfield Park,Open House,Fitness,3.0,"Children, Teens, Young Adult",Fitness,15:00:00
2019-05-05,Queens,Flushing Meadows Corona Park Pool & Rink,Tournament/Competition,Sport,254.0,"Young Adult, Adults, Seniors",Tier 1,13:45:00
2019-05-05,Manhattan,Thomas Jefferson Recreation Center,Tournament/Competition,Sport,12.0,General Public,,01:00:00
2019-05-05,Queens,Flushing Meadows Corona Park Pool & Rink,Tournament/Competition,Sport,254.0,Young Adult;#Adults;#Seniors,Tier 1,09:45:00
2019-05-06,Bronx,St. James Recreation Center,Open House,Fitness,150.0,General Public,,09:00:00
2019-05-06,Bronx,St. James Recreation Center,Open House,Fitness,150.0,General Public,,13:00:00
2019-05-08,Queens,Roy Wilkins Recreation Center,Open House,Arts/Culture,60.0,General Public,AC&F,14:00:00
2019-05-08,Manhattan,J. Hood Wright Recreation Center,Agency Produced Event,Arts/Culture,20.0,"Children, Young Adult, Adults, Teens, Seniors, General Public",,17:00:00
2019-05-08,Queens,Roy Wilkins Recreation Center,Open House,Arts/Culture,60.0,General Public,AC&F,18:00:00
2019-05-08,Queens,Lost Battalion Hall Recreation Center,Open House,Arts/Culture,23.0,General Public,AC&F,18:00:00
2019-05-08,Queens,Lost Battalion Hall Recreation Center,Open House,Arts/Culture,23.0,General Public,AC&F,22:00:00
2019-05-08,Manhattan,J. Hood Wright Recreation Center,Agency Produced Event,Arts/Culture,20.0,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,,13:00:00
2019-05-09,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,70.0,General Public,AC&F,22:00:00
2019-05-09,Staten Island,College of Staten Island,Open House,Academic/Out of School time,40.0,"Young Adult, Adults, Teens",,18:00:00
2019-05-09,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,70.0,General Public,AC&F,18:00:00
2019-05-09,Staten Island,College of Staten Island,Open House,Academic/Out of School time,40.0,Young Adult;#Adults;#Teens,,14:00:00
2019-05-10,Brooklyn,Sunset Park,Community Based Event,Mobile Unit,75.0,General Public,M.U.T.S,12:30:00
2019-05-10,Manhattan,Bennett Park,Community Based Event,Mobile Unit,325.0,"Tot, Children, General Public",M.U.T.S,23:30:00
2019-05-10,Brooklyn,Sunset Park,Community Based Event,Mobile Unit,75.0,General Public,M.U.T.S,08:30:00
2019-05-10,Queens,Al Oerter Recreation Center,Open House,Arts/Culture,25.0,General Public,AC&F,22:30:00
2019-05-10,Manhattan,Recreation Center 54,Agency Produced Event,Arts/Culture,64.0,Children;#Young Adult;#Adults;#Tot;#Teens;#Adaptive;#Seniors;#General Public,,17:00:00
2019-05-10,Manhattan,Bennett Park,Community Based Event,Mobile Unit,325.0,Tot;#Children;#General Public,M.U.T.S,19:30:00
2019-05-10,Bronx,Bill Rainey Park,Community Based Event,Mobile Unit,50.0,Tot;#Children;#Young Adult;#Adults;#Teens,M.U.T.S,20:00:00
2019-05-10,Brooklyn,Brownsville Recreation Center,Tournament/Competition,Sport,102.0,Seniors,Tier 1,13:00:00
2019-05-10,Manhattan,Hansborough Recreation Center,Agency Produced Event,Arts/Culture,21.0,General Public,,22:00:00
2019-05-10,Queens,Al Oerter Recreation Center,Open House,Arts/Culture,25.0,General Public,AC&F,18:30:00
2019-05-10,Manhattan,Recreation Center 54,Agency Produced Event,Arts/Culture,64.0,"Children, Young Adult, Adults, Tot, Teens, Adaptive, Seniors, General Public",,21:00:00
2019-05-10,Brooklyn,Brownsville Recreation Center,Tournament/Competition,Sport,102.0,Seniors,Tier 1,09:00:00
2019-05-10,Manhattan,Hansborough Recreation Center,Agency Produced Event,Arts/Culture,21.0,General Public,,18:00:00
2019-05-11,Bronx,Bronx Park,Community Based Event,Mobile Unit,40.0,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,M.U.T.S,20:00:00
2019-05-11,Staten Island,Freshkills Park,Local Event,Sport,18.0,General Public,,12:00:00
2019-05-11,Manhattan,Andrew Haswell Green Park,Community Based Event,Arts/Culture,85.0,General Public,,13:00:00
2019-05-11,Staten Island,Clove Lakes Park,Community Based Event,Mobile Unit,40.0,General Public,M.U.T.S,23:30:00
2019-05-11,Queens,Horace Harding Playground,Open House,Fitness,33.0,"Teens, Children",Fitness,15:00:00
2019-05-11,Queens,Brookville Park,Local Event,Family Festival,200.0,General Public,Play,17:00:00
2019-05-11,Bronx,Bill Rainey Park,Community Based Event,Mobile Unit,50.0,"Tot, Children, Young Adult, Adults, Teens",M.U.T.S,00:00:00
2019-05-11,Manhattan,Samuel N. Bennerson 2nd Playground,Community Based Event,Mobile Unit,100.0,"General Public, Teens, Young Adult, Children, Adults",M.U.T.S,23:30:00
2019-05-11,Queens,Al Oerter Recreation Center,Agency Produced Event,Family Festival,150.0,General Public,,15:00:00
2019-05-11,Manhattan,Highbridge Recreation Center,Open House,Fitness,15.0,"Children, Tot, Adults, Young Adult, Teens",Fitness,15:00:00
2019-05-11,Queens,Brookville Park,Local Event,Family Festival,200.0,General Public,Play,13:00:00
2019-05-11,Queens,Al Oerter Recreation Center,Agency Produced Event,Family Festival,150.0,General Public,,11:00:00
2019-05-11,Staten Island,Freshkills Park,Local Event,Sport,18.0,General Public,,16:00:00
2019-05-11,Bronx,Patterson Playground,Community Based Event,Family Festival,50.0,General Public,,11:00:00
2019-05-11,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Sport,10.0,General Public,,12:00:00
2019-05-11,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Sport,10.0,General Public,,16:00:00
2019-05-11,Bronx,Agnes Haywood Playground,Agency Produced Event,Family Festival,50.0,General Public,,11:00:00
2019-05-11,Manhattan,Jackie Robinson Recreation Center,Agency Produced Event,Arts/Culture,40.0,General Public,AC&F,13:00:00
2019-05-11,Bronx,Patterson Playground,Local Event,Mobile Unit,60.0,General Public,Play,11:00:00
2019-05-11,Bronx,Patterson Playground,Local Event,Mobile Unit,60.0,General Public,Play,15:00:00
2019-05-11,Queens,Horace Harding Playground,Open House,Fitness,33.0,Teens;#Children,Fitness,11:00:00
2019-05-11,Manhattan,Highbridge Recreation Center,Open House,Fitness,15.0,Children;#Tot;#Adults;#Young Adult;#Teens,Fitness,11:00:00
2019-05-11,Manhattan,Samuel N. Bennerson 2nd Playground,Community Based Event,Mobile Unit,100.0,General Public;#Teens;#Young Adult;#Children;#Adults,M.U.T.S,19:30:00
2019-05-11,Staten Island,Clove Lakes Park,Community Based Event,Mobile Unit,40.0,General Public,M.U.T.S,19:30:00
2019-05-11,Manhattan,Jackie Robinson Recreation Center,Agency Produced Event,Arts/Culture,40.0,General Public,AC&F,17:00:00
2019-05-11,Bronx,Agnes Haywood Playground,Agency Produced Event,Family Festival,50.0,General Public,,15:00:00
2019-05-11,Bronx,Patterson Playground,Community Based Event,Family Festival,50.0,General Public,,15:00:00
2019-05-11,Manhattan,Andrew Haswell Green Park,Community Based Event,Arts/Culture,85.0,General Public,,17:00:00
2019-05-11,Manhattan,Chelsea Recreation Center,Agency Produced Event,Sport,6.0,"Adults, Teens, Seniors, General Public",,16:30:00
2019-05-11,Manhattan,Chelsea Recreation Center,Agency Produced Event,Sport,6.0,Adults;#Teens;#Seniors;#General Public,,12:30:00
2019-05-12,Bronx,Bronx Park,Community Based Event,Mobile Unit,40.0,"Tot, Children, Young Adult, Adults, Teens, Adaptive, Seniors, General Public",M.U.T.S,00:00:00
2019-05-15,Manhattan,Asser Levy Recreation Center,Local Event,Arts/Culture,80.0,"Children, Young Adult, Adults, Teens, General Public, Seniors, Adaptive",,20:00:00
2019-05-15,Manhattan,Gertrude Ederle Recreation Center,Agency Produced Event,Sport,2.0,Seniors,,21:00:00
2019-05-15,Manhattan,Gertrude Ederle Recreation Center,Agency Produced Event,Sport,2.0,Seniors,,17:00:00
2019-05-15,Manhattan,Asser Levy Recreation Center,Local Event,Arts/Culture,80.0,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors;#Adaptive,,16:00:00
2019-05-16,Manhattan,Booker T. Washington Playground,Community Based Event,Mobile Unit,105.0,Children;#Adults;#Teens;#Seniors;#General Public,M.U.T.S,20:00:00
2019-05-16,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,90.0,General Public,AC&F,22:00:00
2019-05-16,Manhattan,Pelham Fritz Recreation Center,Agency Produced Event,Arts/Culture,90.0,General Public,AC&F,18:00:00
2019-05-17,Manhattan,Thomas Jefferson Recreation Center,Agency Produced Event,Fitness,12.0,Teens,Fitness,20:00:00
2019-05-17,Manhattan,Tony Dapolito Recreation Center,Agency Produced Event,Arts/Culture,85.0,Young Adult;#Adults;#Adaptive;#Seniors;#General Public,AC&F,18:30:00
2019-05-17,Manhattan,Booker T. Washington Playground,Community Based Event,Mobile Unit,105.0,"Children, Adults, Teens, Seniors, General Public",M.U.T.S,00:00:00
2019-05-17,Brooklyn,Bush-Clinton Playground,Community Based Event,Mobile Unit,115.0,General Public,M.U.T.S,08:00:00
2019-05-17,Manhattan,Hamilton Fish Recreation Center,Local Event,Performance,25.0,"Young Adult, Adults, Teens, Children",Dance,22:00:00
2019-05-17,Manhattan,Asser Levy Recreation Center,Agency Produced Event,Arts/Culture,16.0,"Young Adult, Adults, Teens, Adaptive, Seniors, General Public, Children",,22:00:00
2019-05-17,Manhattan,De Witt Clinton Park,Community Based Event,Mobile Unit,135.0,Tot;#Children;#Teens;#General Public,M.U.T.S,20:00:00
2019-05-17,Brooklyn,Bush-Clinton Playground,Community Based Event,Mobile Unit,115.0,General Public,M.U.T.S,12:00:00
2019-05-17,Manhattan,Hamilton Fish Recreation Center,Local Event,Performance,25.0,Young Adult;#Adults;#Teens;#Children,Dance,18:00:00
2019-05-17,Manhattan,Tony Dapolito Recreation Center,Agency Produced Event,Arts/Culture,85.0,"Young Adult, Adults, Adaptive, Seniors, General Public",AC&F,22:30:00
2019-05-17,Staten Island,Wolfe's Pond Park,Community Based Event,Mobile Unit,35.0,General Public,M.U.T.S,19:30:00
2019-05-17,Queens,Frank D. O'Connor Playground,Community Based Event,Mobile Unit,173.0,General Public,M.U.T.S,20:30:00
2019-05-17,Manhattan,Asser Levy Recreation Center,Agency Produced Event,Arts/Culture,16.0,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public;#Children,,18:00:00
2019-05-17,Staten Island,Wolfe's Pond Park,Community Based Event,Mobile Unit,35.0,General Public,M.U.T.S,23:30:00
2019-05-17,Manhattan,Thomas Jefferson Recreation Center,Agency Produced Event,Fitness,12.0,Teens,Fitness,16:00:00
2019-05-18,Brooklyn,Bensonhurst Park,Community Based Event,Mobile Unit,179.0,General Public,M.U.T.S,08:00:00
2019-05-18,Manhattan,De Witt Clinton Park,Community Based Event,Mobile Unit,135.0,"Tot, Children, Teens, General Public",M.U.T.S,00:00:00
2019-05-18,Queens,Rosemarys Playground,Local Event,Family Festival,1200.0,General Public,Play,17:00:00
2019-05-18,Staten Island,Father Macris Park,Community Based Event,Mobile Unit,65.0,General Public,M.U.T.S,20:00:00
