unit,group_name_partner,date_and_time,borough,locationtype,location,event_name,event_type,category,attendance,audience,source,classification
Recreation,,2019-11-29T14:00:00.000,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Final 4 Fridays,Tournament/Competition,Sport,33.0,Children;#Teens;#General Public,Sharepoint,Tier 1
Recreation,,2019-11-09T17:00:00.000,Queens,Recreation Center,Al Oerter Recreation Center,Al Oerter Sleep Over,Agency Produced Event,Arts/Culture,45.0,Children,Sharepoint,Play
Recreation,,2019-11-15T18:00:00.000,Queens,Recreation Center,Al Oerter Recreation Center,MYM: Art Workshop Series- Water Color,Agency Produced Event,Arts/Culture,20.0,General Public;#Adults;#Seniors;#Young Adult,Sharepoint,AC&F
Recreation,,2019-10-18T18:30:00.000,Queens,Recreation Center,Al Oerter Recreation Center,MYM: Art Workshop Series- Portrait,Agency Produced Event,Arts/Culture,20.0,Young Adult;#Adults;#Seniors;#General Public,Sharepoint,AC&F
Recreation,,2019-10-31T17:00:00.000,Queens,Recreation Center,Vic Hanson,Halloween Party,Local Event,Family Festival,40.0,Children;#Adults;#Tot,Sharepoint,Dance
Recreation,,2018-07-10T20:30:00.000,Bronx,Recreation Center,West Bronx Recreation Center,Movies Under The Stars: Paddington,Community Based Event,Mobile Unit,21.0,General Public,Sharepoint,Movies
Recreation,,2019-11-23T10:00:00.000,Queens,Recreation Center,Al Oerter Recreation Center,Turkey Bowl,Tournament/Competition,Sport,17.0,Children;#Teens,Sharepoint,Tier 1
Recreation,,2019-12-13T18:00:00.000,Queens,Recreation Center,Al Oerter Recreation Center,MYM: Art Workshop Series-Print Making,Agency Produced Event,Arts/Culture,37.0,Young Adult;#Adults;#Seniors,Sharepoint,AC&F
Recreation,,2019-10-07T16:30:00.000,Queens,Recreation Center,Detective Keith Williams,Tie Dye at DKW,Community Based Event,Family Festival,45.0,Children;#Adults;#Young Adult,Sharepoint,
Recreation,,2019-11-07T16:00:00.000,Queens,Recreation Center,Al Oerter Recreation Center,Career Development Workshop,Agency Produced Event,Academic/Out of School time,12.0,Young Adult;#Teens,Sharepoint,Lecture/Panel/Talk
Recreation,,2019-11-22T18:00:00.000,Queens,Recreation Center,Vic Hanson,Family Movie Night,Local Event,Family Festival,25.0,Children;#Adults,Sharepoint,Movies
Recreation,"Ruth hernandez, Jamaa Jones, Volunteer: Lizzette Butler",2019-09-14T09:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Fitness Buffet,Open House,Fitness,47.0,Young Adult;#Adults;#General Public;#Seniors,Sharepoint,Fitness
Recreation,Public Theatre,2019-10-28T00:00:00.000,Queens,Recreation Center,Lost Battalion Hall Recreation Center,"Performance of ""Measure For Measure"" by public Theatre",Community Based Event,Arts/Culture,55.0,Adults,Sharepoint,Play
Recreation,New York Presbyterian (CHALK),2019-12-14T11:00:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Community Based Event,Fitness,45.0,General Public,Sharepoint,
Recreation,Lacy Saunders & Slyks Angels,2019-12-27T00:00:00.000,Bronx,Recreation Center,St. Mary's Recreation Center,Kwanza Celebration,Local Event,Performance,75.0,Children;#Adults;#Teens;#Young Adult;#Seniors;#General Public,Sharepoint,AC&F
Recreation,,2019-12-13T18:00:00.000,Queens,Recreation Center,Vic Hanson,Family Movie Night,Community Based Event,Family Festival,25.0,Children;#Adults;#Teens,Sharepoint,Movies
Recreation,St. Mary's Senior Marlins,2019-12-18T12:00:00.000,Bronx,Recreation Center,St. Mary's Recreation Center,Senior Holiday Party,Local Event,Family Festival,50.0,Seniors;#Adults,Sharepoint,
Recreation,,2019-12-16T18:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Holiday Classic Badminton Doubles Tournament,Tournament/Competition,Sport,28.0,Adults,Sharepoint,Tier 3
Recreation,Soccer Program,2019-12-21T11:00:00.000,Bronx,Recreation Center,St. Mary's Recreation Center,Soccer Luncheon,Tournament/Competition,Family Festival,75.0,Children;#Teens,Sharepoint,Play
Recreation,,2019-12-13T17:30:00.000,Queens,Recreation Center,Detective Keith Williams,Family Paint Night,Community Based Event,Arts/Culture,20.0,Children;#Adults,Sharepoint,
Recreation,NYPD Community Affairs,2019-12-22T09:00:00.000,Queens,Recreation Center,Al Oerter Recreation Center,Breakfast with Santa,Community Based Event,Family Festival,50.0,Children,Sharepoint,
Recreation,,2020-01-10T17:00:00.000,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Girls World Mother & Daughter Paint Night,Local Event,Arts/Culture,24.0,Children;#Adults;#Teens;#General Public,Sharepoint,
Recreation,PAL,2019-12-22T11:00:00.000,Manhattan,Recreation Center,Asser Levy Recreation Center,Asser Levy Winter Girls Basketball Classic,Tournament/Competition,Sport,110.0,Teens,Sharepoint,Play
Recreation,,2020-01-08T09:00:00.000,Manhattan,Recreation Center,Chelsea Recreation Center,Chelsea Fitness Marathon,Local Event,Fitness,139.0,Adults;#Teens;#Young Adult,Sharepoint,
Urban Park Rangers,Red Hook Recreation Center,2019-12-19T16:00:00.000,Brooklyn,Recreation Center,Red Hook Recreation Center,Red Hook Recreation Center Holiday Event,Community Based Event,Family Festival,150.0,General Public,Sharepoint,Lecture/Panel/Talk
Recreation,,2019-12-23T09:30:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Christmas Break Fun,Agency Produced Event,Family Festival,55.0,Tot;#Children;#Teens,Sharepoint,AC&F
Recreation,"City Councilman, Daneek Miller",2019-12-21T12:00:00.000,Queens,Recreation Center,Roy Wilkins Recreation Center,Christmas Toy Drive Give Away,Local Event,Family Festival,325.0,Tot;#Children;#Teens;#General Public,Sharepoint,AC&F
Recreation,,2019-12-21T10:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Pickleball Showcase,Tournament/Competition,Sport,27.0,Seniors;#Adults,Sharepoint,Tier 3
Urban Park Rangers,Williamsbridge Oval Recreation Center,2019-12-06T16:00:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Literacy Day,Agency Produced Event,Academic/Out of School time,29.0,Children;#Teens;#Tot,Sharepoint,Lecture/Panel/Talk
Recreation,Shape Up NYC,2020-01-11T11:00:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Shape Up Kick off,Agency Produced Event,Fitness,50.0,General Public,Sharepoint,Fitness
Recreation,,2019-11-29T11:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Scrabble Tournament,Tournament/Competition,Academic/Out of School time,45.0,Children,Sharepoint,
Recreation,,2019-12-20T15:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Queens Borough Afterschool Holiday Party,Agency Produced Event,Academic/Out of School time,150.0,Children,Sharepoint,
Recreation,,2019-12-27T11:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Double Dutch Holiday Classic,Tournament/Competition,Sport,195.0,Children;#Teens,Sharepoint,Fitness
Recreation,,2019-12-07T11:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Mommy & Me Double Dutch Event,Local Event,Sport,120.0,Adults;#Children;#Teens;#Young Adult;#Tot;#Seniors,Sharepoint,Fitness
Recreation,Build on,2020-01-18T12:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,MLK Service Day -Dreaming,Local Event,Academic/Out of School time,75.0,Teens;#Adaptive;#Children;#General Public,Sharepoint,Play
Recreation,Pubic Programs,2019-12-27T10:00:00.000,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Holiday Classic,Tournament/Competition,Sport,80.0,Children;#Teens,Sharepoint,Play
Recreation,NYPD 101st precinct,2019-12-21T11:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,NYPD Toy for Tots event,Local Event,Family Festival,220.0,General Public,Sharepoint,
Recreation,"PFP, MeKong",2020-02-01T12:00:00.000,Bronx,Recreation Center,St. James Recreation Center,Lunar New Year,Community Based Event,Arts/Culture,100.0,General Public,Sharepoint,AC&F
Recreation,,2020-02-03T07:30:00.000,Bronx,Recreation Center,St. James Recreation Center,Winter Open House Week,Open House,Fitness,200.0,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,Sharepoint,Fitness
Recreation,,2020-02-14T09:00:00.000,Bronx,Recreation Center,St. James Recreation Center,Spin for Life: Healthy Heart Spin Off,Local Event,Fitness,75.0,Adults;#Young Adult;#Seniors,Sharepoint,Fitness
Recreation,Linc Literacy INC & P.S.116Q,2020-01-16T09:00:00.000,Queens,Recreation Center,Detective Keith Williams,Literacy Building,Community Based Event,Performance,17.0,Children,Sharepoint,Play
Recreation,NY Presbyterian,2020-01-18T11:00:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Agency Produced Event,Family Festival,22.0,Young Adult;#Children;#Adults;#Teens;#Seniors;#Adaptive;#General Public,Sharepoint,Fitness
Recreation,Queens Law Associates,2019-12-14T11:00:00.000,Queens,Recreation Center,Sorrentino Recreation Center,Zumbathon,Community Based Event,Fitness,65.0,General Public,Sharepoint,Dance
Recreation,,2020-01-10T18:00:00.000,Manhattan,Recreation Center,Asser Levy Recreation Center,Neon Glow Spin Challenge,Community Based Event,Fitness,30.0,Adults;#Young Adult;#Seniors;#General Public,Sharepoint,Fitness
Recreation,,2020-01-17T18:00:00.000,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired: Banksy,Community Based Event,Arts/Culture,30.0,Young Adult;#Adults;#Teens;#General Public;#Seniors,Sharepoint,AC&F
Recreation,York College,2019-12-23T12:00:00.000,Queens,Pool,Flushing Meadows Corona Park Pool & Rink,NYC Parks Swim Clinic,Community Based Event,Sport,20.0,Children,Sharepoint,Tier 1
Recreation,NY Presbyterian/HUB,2019-05-18T12:00:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Teens Unite,Community Based Event,Arts/Culture,300.0,Teens,Sharepoint,
Recreation,,2020-01-17T18:00:00.000,Queens,Recreation Center,Vic Hansen Field House,Parent Meeting / Paint Night,Community Based Event,Arts/Culture,34.0,Children;#Adults;#Young Adult;#Teens,Sharepoint,AC&F
Recreation,,2020-01-29T18:30:00.000,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Round Robin Pickleball Tournament,Tournament/Competition,Sport,20.0,Young Adult;#Adults;#Seniors,Sharepoint,Tier 3
Recreation,,2020-03-07T10:00:00.000,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Thomas Jefferson 8 Ball Pool Tournament,Tournament/Competition,Arts/Culture,25.0,Young Adult;#Adults,Sharepoint,
Recreation,,2020-01-20T10:00:00.000,Queens,Recreation Center,Lost Battalion Hall,Borough Spelling Bee,Tournament/Competition,Academic/Out of School time,30.0,Children,Sharepoint,Awards
Recreation,,2019-11-27T18:00:00.000,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By: Emily Carr,Community Based Event,Arts/Culture,12.0,General Public,Sharepoint,AC&F
Recreation,,2019-10-30T18:00:00.000,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By: Medusa,Community Based Event,Arts/Culture,18.0,General Public,Sharepoint,AC&F
Recreation,,2020-01-29T18:00:00.000,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By: Betye Saar,Community Based Event,Arts/Culture,18.0,General Public,Sharepoint,AC&F
Recreation,,2020-01-20T11:00:00.000,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Are you the Missing Piece? Jigsaw Puzzle Competition,Community Based Event,Academic/Out of School time,120.0,Children,Sharepoint,Play
Recreation,,2018-07-05T11:00:00.000,Bronx,Recreation Center,St. James Recreation Center,,Community Based Event,Mobile Unit,0.0,General Public;#Children,Sharepoint,Play
Recreation,,2020-02-07T18:00:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Off The Hook Open Mat,Open House,Fitness,15.0,General Public,Sharepoint,Fitness
Recreation,,2020-01-31T19:00:00.000,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Line Dance,Community Based Event,Fitness,16.0,Adults;#Seniors;#General Public;#Children,Sharepoint,Fitness
Recreation,,2020-01-17T15:00:00.000,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Bingo Time!,Local Event,Arts/Culture,15.0,Young Adult;#Adults;#Teens;#Seniors,Sharepoint,
Recreation,NY Presbyterian,2020-02-15T11:00:00.000,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Agency Produced Event,Fitness,16.0,Young Adult;#Adults;#Teens;#Children;#General Public;#Seniors;#Adaptive;#Tot,Sharepoint,Fitness
Recreation,,2020-02-05T09:00:00.000,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Lunar New Year Festival,Community Based Event,Arts/Culture,150.0,General Public;#Seniors;#Adults,Sharepoint,
Recreation,,2018-07-12T20:30:00.000,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Movies Under The Stars: Jumanji: Welcome To The Jungle,Community Based Event,Mobile Unit,283.0,General Public,Sharepoint,Movies
Recreation,IFC,2020-02-12T18:00:00.000,Manhattan,Recreation Center,Tony Dapolito Recreation Center,A Conversation with Alexi Pappas and Jeremy Teicher,Agency Produced Event,Arts/Culture,40.0,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,Sharepoint,AC&F
Recreation,,2020-02-13T18:00:00.000,Queens,Recreation Center,Lost Battalion Hall Recreation Center,SHAPE UP- Galentines Day: Silent Disco Dance Party,Agency Produced Event,Arts/Culture,70.0,General Public,Sharepoint,Dance
Recreation,,2020-02-20T19:00:00.000,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Tango Workout at Tony Dapolito,Community Based Event,Arts/Culture,14.0,Adults;#Seniors,Sharepoint,Dance
Recreation,,2020-02-18T18:00:00.000,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,King of the Net,Tournament/Competition,Sport,13.0,Teens,Sharepoint,Tier 2
Recreation,,2020-02-15T15:00:00.000,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Youth Basketball league Championship & skills challenge,Tournament/Competition,Sport,46.0,Teens,Sharepoint,Tier 1
Recreation,,2020-02-14T16:00:00.000,Manhattan,Recreation Center,Asser Levy Recreation Center,Glow in the Dark Paint Night Valentines Day Special,Community Based Event,Arts/Culture,80.0,Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors;#Adaptive;#General Public,Sharepoint,AC&F
Recreation,,2018-07-12T21:00:00.000,Queens,Recreation Center,Lost Battalion Hall Recreation Center,"Movies Under The Stars ""Despicable Me 3""",Community Based Event,Mobile Unit,153.0,General Public,Sharepoint,Movies
Recreation,,2020-02-14T19:30:00.000,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Valentines Paint Night,Community Based Event,Arts/Culture,68.0,General Public,Sharepoint,
Recreation,Hunts Point Recreation Center,2020-03-17T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Family Dodgeball,Local Event,Sport,75.0,Children;#Teens;#General Public,Sharepoint,Tier 3
Recreation,,2020-02-21T18:00:00.000,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired : Georges Seurat,Community Based Event,Arts/Culture,30.0,Young Adult;#Adults;#Seniors;#General Public,Sharepoint,AC&F
Recreation,Google and D10 community board,2020-02-22T11:00:00.000,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Code Next,Community Based Event,Academic/Out of School time,55.0,Children;#Teens,Sharepoint,
Recreation,,2019-10-29T10:00:00.000,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Toddlers Halloween Party,Community Based Event,Family Festival,88.0,Tot,Sharepoint,
Recreation,Strictly Tango NYC Dance School,2020-02-27T19:00:00.000,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Tango Workout,Agency Produced Event,Arts/Culture,11.0,Young Adult;#Teens;#Adults;#Adaptive;#General Public;#Seniors,Sharepoint,Dance
Recreation,,2020-02-21T18:30:00.000,Manhattan,Recreation Center,Tony Dapolito Recreation Center,A Conversation with Andre Aciman,Agency Produced Event,Academic/Out of School time,143.0,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,Sharepoint,Lecture/Panel/Talk
Recreation,,2018-07-12T11:00:00.000,Bronx,Recreation Center,West Bronx Recreation Center,West Bronx Recreation center,Community Based Event,Mobile Unit,36.0,Children;#General Public,Sharepoint,Play
Recreation,,2020-02-21T16:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,All Star Madness,Tournament/Competition,Sport,73.0,Children;#Teens;#Adults,Sharepoint,Tier 1
Recreation,,2019-12-21T12:00:00.000,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Holiday Celebration,Community Based Event,Family Festival,80.0,General Public,Sharepoint,
Recreation,,2020-02-28T17:00:00.000,Manhattan,Recreation Center,Asser Levy Recreation Center,Neon Glow Zumba Fest,Community Based Event,Fitness,75.0,Adults;#Young Adult;#Seniors;#General Public,Sharepoint,Dance
Recreation,,2020-03-05T19:00:00.000,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Tango Workout at Tony Dapolito!,Community Based Event,Arts/Culture,6.0,Adults;#Young Adult;#Seniors,Sharepoint,Dance
Recreation,,2020-02-27T00:00:00.000,Manhattan,Recreation Center,Hansborough Recreation Center,"""And Still We Rise""",Community Based Event,Arts/Culture,18.0,Young Adult;#Adults;#Seniors,Sharepoint,
Recreation,,2020-03-17T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Ultimate Dodgeball,Community Based Event,Sport,75.0,Teens;#Children;#General Public,Sharepoint,Tier 3
Recreation,Literacy Inc,2020-03-20T16:30:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Happy Birthday Dr. Seuss,Community Based Event,Academic/Out of School time,50.0,Tot;#Children;#Adaptive,Sharepoint,
Recreation,,2020-03-23T16:00:00.000,Bronx,Recreation Center,Hunts Point Recreation Center,Hunts Point Game On,Community Based Event,Sport,75.0,Children;#Teens;#Adaptive,Sharepoint,Play
Recreation,East 54th Street Recreation Center,2020-02-21T15:00:00.000,Manhattan,Recreation Center,Recreation Center 54,King of the Rock,Agency Produced Event,Sport,35.0,Teens,Sharepoint,Tier 1
